Title,Brand,Price,ItemStatus,NbFavourite,UserRating,NbEvalUser,Description,URL,Type,prix_median_groupe,favoris_median_groupe,z_score_prix,bonne_affaire
Bonnet enfant bleu,2319,5.0,,8,4.7,281.0,Bonnet enfant the north face,https://www.vinted.fr/items/5297691107-bonnet-enfant-bleu,2964,10.0,4.0,-1.3889135774413466,0
Carhartt Detroit Rework,362,89.99,4.0,8,4.8,109.0,"Rework Variante ✅

Perfekt für den Frühling 💯

Tags :

#nike #puma #adidas #6pm #peso #lfdy #systemic #Trendtvision #gorpcore #nikevintage #windbreaker #Niketech #nikesport #rueporter #tnf#streetwear #sweater #hose #hoodie #trackpants
#baggy #cropped #regenjacke #workwear #carhartt #99based #northface #pegador #6pm #lacoste #y2k #baggy #cropped #supreme #vintage #acne #blokecore #montbell",https://www.vinted.fr/items/6003068034-carhartt-detroit-rework,2051,51.0,7.0,0.6984136175196988,0
North face Hoodie Größe L,2319,15.0,4.0,8,5.0,23.0,Verkauf hier einen Hoodie von north face in der Größe L Farbe blau,https://www.vinted.fr/items/5031871209-north-face-hoodie-grosse-l,1811,17.0,4.0,-0.36890962049378384,0
Bonnet,2319,7.0,3.0,6,5.0,5.0,Bonnet jamais porté.convient a tout type de tête,https://www.vinted.fr/items/5714963460-bonnet,2964,10.0,4.0,-0.8301320308875059,0
Short The North Face,2319,28.0,4.0,2,3.0,7.0,"Porter quelque fois 
En bonne état .
Attention taille S",https://www.vinted.fr/items/4759697588-short-the-north-face,586,20.0,4.0,1.2002530206711566,0
Carhartt Battle Parka Camo M,362,40.0,3.0,17,5.0,456.0,Size M. Sehr guter Zustand. Dünner Parka nicht für den Winter geeignet,https://www.vinted.fr/items/5599036662-carhartt-battle-parka-camo-m,2051,51.0,7.0,-0.6618354124250585,1
Carhartt Pulli S,362,10.0,3.0,7,4.9,74.0,"Guter Zustand, selten getragen, Druck unbeschädigt",https://www.vinted.fr/items/6004603775-carhartt-pulli-s,1811,25.0,6.0,-1.552994167069759,1
Bonnet the north face,2319,13.0,2.0,4,4.9,181.0,"Taille Unique 
Neuf sans étiquette 


envoi rapide 🫶🏻",https://www.vinted.fr/items/5970037934-bonnet-the-north-face,2964,10.0,4.0,0.846212608774016,0
Carhartt Sweater,362,8.0,4.0,6,4.6,42.0,guter Zustand,https://www.vinted.fr/items/5286524981-carhartt-sweater,1811,25.0,6.0,-1.7699424268621247,0
Carhartt Mütze,362,7.0,3.0,2,5.0,683.0,Ein paarmal getragene Mütze.,https://www.vinted.fr/items/6000209176-carhartt-mutze,287,15.0,5.0,-1.5684679032669957,0
Bonnet noir The North Face,2319,8.0,3.0,5,5.0,5.0,"Bonnet taille unique (50% laine)
Polaire à l’intérieur",https://www.vinted.fr/items/5254378161-bonnet-noir-the-north-face,2964,10.0,4.0,-0.5507412576105856,0
Carhartt Sweater grau,362,19.0,3.0,9,4.9,125.0,Fällt eher aus wie eine M/L,https://www.vinted.fr/items/5979370884-carhartt-sweater-grau,1811,25.0,6.0,-0.5767269980041129,1
North Face Mütze,2319,15.0,4.0,3,,,Etwas getragen aber noch guter Zustand,https://www.vinted.fr/items/5928412168-north-face-mutze,2964,10.0,4.0,1.4049941553278567,0
Bonnet The North Face noir,2319,15.0,3.0,0,4.4,72.0,"Très bonne état. Bonnet noir THE NORTH FACE. 

#bonnet
#thenorthface
#streetwear",https://www.vinted.fr/items/6020513716-bonnet-the-north-face-noir,2964,10.0,4.0,1.4049941553278567,0
bonnet the north face junior,2319,15.0,2.0,9,5.0,1.0,bonnet the north face junior jamais porté,https://www.vinted.fr/items/4324962891-bonnet-the-north-face-junior,2964,10.0,4.0,1.4049941553278567,0
Short The North Face noir,2319,11.0,4.0,7,4.9,259.0,,https://www.vinted.fr/items/4991792899-short-the-north-face-noir,586,20.0,4.0,-1.0222751502012108,1
Carhartt Hoodie,362,35.0,4.0,3,5.0,37.0,"Carhartt Hoodie, Zustand wie auf den Bildern :)",https://www.vinted.fr/items/5682398001-carhartt-hoodie,1811,25.0,6.0,1.158859080334813,0
Carhartt Pullover vintage Hoodie,362,17.0,3.0,13,4.9,71.0,"Gerne getragen, aber sehr gut erhalten 💙
Unisex
Sweaters

#vintage
#carharrt
#streetwear
#indie",https://www.vinted.fr/items/4847277627-carhartt-pullover-vintage-hoodie,1811,25.0,6.0,-0.7936752577964786,1
Carhartt Winterjacke braun,362,25.0,4.0,8,5.0,79.0,"Gut erhaltene dicke Jacke von Carhartt mit abnehmbarer Kapuze.
Einmal waschen  wg.Fleck(siehe letztes Foto), dann ist sie wie neu.",https://www.vinted.fr/items/4316574036-carhartt-winterjacke-braun,2051,51.0,7.0,-1.069991752676536,1
Winter Parka,362,40.0,4.0,18,5.0,218.0,"Jacke ist noch in einem guten Zustand, hat keine Löcher/Flecken, nur an den Ärmeln unten leichte Farbveränderung -siehe Foto.",https://www.vinted.fr/items/1544822861-winter-parka,2051,51.0,7.0,-0.6618354124250585,1
graue Mütze,362,6.0,3.0,2,5.0,42.0,"Nicht oft getragen, sehr guter Zustand",https://www.vinted.fr/items/5945976140-graue-mutze,287,15.0,5.0,-1.7698356815897667,0
The North Face Hoodie ,2319,20.0,3.0,8,4.2,20.0,"Verkaufe nicht über das System


Schaut doch gerne mal in meinem
Kleiderschrank vorbei


#boxcut #italienischemode
#musselin #festival #festivalstyle
#sommer #vintage #boho #hippie #fall
#winter #herbst #twopiece#dropshoulder#oversized",https://www.vinted.fr/items/2194069196-the-north-face-hoodie,1811,17.0,4.0,0.3117427158612516,0
Carhartt work jacket 1 of 1,362,125.0,4.0,8,4.8,17.0,"Carhartt work jacket, made for a Jewish milk factory worker named Joe. 2XL.",https://www.vinted.fr/items/4506270108-carhartt-work-jacket-1-of-1,2051,51.0,7.0,1.6510505156666473,0
The North Face Beanie,2319,15.0,2.0,4,5.0,10.0,"The North Face Beanie dunkelblau
NIE getragen
NEU ohne Etikett 
Perfekter Zustand
VB",https://www.vinted.fr/items/5985017538-the-north-face-beanie,2964,10.0,4.0,1.4049941553278567,0
Bonnet the north face,2319,7.0,3.0,6,4.3,173.0,Très bon état peut porté,https://www.vinted.fr/items/5659307912-bonnet-the-north-face,2964,10.0,4.0,-0.8301320308875059,1
Bermuda felpa The North Face,2319,15.0,3.0,8,4.8,74.0,,https://www.vinted.fr/items/5091991046-bermuda-felpa-the-north-face,586,20.0,4.0,-0.4993273452900655,0
Carhartt Sweater,362,18.0,4.0,5,5.0,97.0,"hat am Rücken einen kleinen Fleck, der leider nicht mehr rauszuwaschen geht, aber sonst top Zustand und fällt nicht weiter auf",https://www.vinted.fr/items/5730824675-carhartt-sweater,1811,25.0,6.0,-0.6852011279002957,0
The North Face Long sleeve/Langarm Shirt ,2319,15.0,3.0,14,5.0,5.0,Sehr gut erhaltenes Long sleeve von The NORTH FACE!,https://www.vinted.fr/items/1937599388-the-north-face-long-sleevelangarm-shirt,1811,17.0,4.0,-0.36890962049378384,0
besche The North Face Shorts,2319,15.0,3.0,3,5.0,14.0,"- ungetragen

Bitte nicht über das System kaufen, nur Paypal oder Überweisung",https://www.vinted.fr/items/4978819412-besche-the-north-face-shorts,586,20.0,4.0,-0.4993273452900655,0
Sweat carhartt vintage,362,15.0,3.0,1,4.8,96.0,"Sweat carhartt vintage très peux porté. 
Taille L",https://www.vinted.fr/items/6028671322-sweat-carhartt-vintage,1811,25.0,6.0,-1.0106235175888445,0
Gorro de lana The North Face,2319,15.0,2.0,0,4.8,18.0,"Gorro The North Face Gris 

-En muy buen estado 
-Gris
-The North Face

Cualquier cosa, pregunta!

#TheNorthFace #thenorthface",https://www.vinted.fr/items/6014885071-gorro-de-lana-the-north-face,2964,10.0,4.0,1.4049941553278567,0
"*carharrt beanie Mütze dunkelblau one size, wie neu*",362,9.0,3.0,10,4.9,1122.0,"Sehr selten getragen, wie neu",https://www.vinted.fr/items/3639520957-carharrt-beanie-mutze-dunkelblau-one-size-wie-neu,287,15.0,5.0,-1.1657323466214538,1
Bonnet noir The North Face,2319,7.0,4.0,5,5.0,25.0,"Bonnet noir The North Face, taille unique, bon état.",https://www.vinted.fr/items/5797397132-bonnet-noir-the-north-face,2964,10.0,4.0,-0.8301320308875059,1
Sweat The north face,2319,10.0,3.0,12,4.2,26.0,"Sweat The north face TNF
Parfait pour l’hiver ❄️🥶
🧷Taille enfant L/G mais convient à un XS ou S ajusté
Lave 🧼 avant envoi 
Colis rapide 📦",https://www.vinted.fr/items/5183677871-sweat-the-north-face,1811,17.0,4.0,-1.0495619568488193,1
Calzamaglia Northface,2319,12.0,3.0,5,5.0,114.0,,https://www.vinted.fr/items/6024474373-calzamaglia-northface,586,20.0,4.0,-0.8915381989734245,1
The North Face Shorts,2319,15.0,4.0,2,,,,https://www.vinted.fr/items/5987562216-the-north-face-shorts,586,20.0,4.0,-0.4993273452900655,0
Blauer Carhartt Pullover ,362,6.0,4.0,12,5.0,85.0,Graphic Sweater von Carhartt. Größe S. Außer dem Loch am Ärmel sonst super Zustand.,https://www.vinted.fr/items/4275437938-blauer-carhartt-pullover,1811,25.0,6.0,-1.9868906866544904,1
Gorro reversible,2319,8.0,3.0,10,5.0,47.0,Talla única.,https://www.vinted.fr/items/5731702828-gorro-reversible,2964,10.0,4.0,-0.5507412576105856,1
Bonnet homme,2319,8.0,3.0,7,4.9,29.0,"Bonnet homme 
Marque the north face
Taille unique",https://www.vinted.fr/items/5666089059-bonnet-homme,2964,10.0,4.0,-0.5507412576105856,1
The North face trui S,2319,8.5,3.0,6,5.0,93.0,Hele mooie sweater,https://www.vinted.fr/items/6013954864-the-north-face-trui-s,1811,17.0,4.0,-1.2537576577553298,1
Carhartt Pullover,362,30.0,3.0,4,,,,https://www.vinted.fr/items/5942917284-carhartt-pullover,1811,25.0,6.0,0.6164884308538988,0
The North Face Pullover ,2319,15.0,4.0,13,5.0,1.0,Original siehe Bilder,https://www.vinted.fr/items/2768579179-the-north-face-pullover,1811,17.0,4.0,-0.36890962049378384,0
Pantalon corto The North Face,2319,12.0,2.0,7,4.7,31.0,"Como nuevo 
Valor en tienda 60€",https://www.vinted.fr/items/6041178595-pantalon-corto-the-north-face,586,20.0,4.0,-0.8915381989734245,1
Carhartt Winter Parka Jacke Größe S schwarz,362,30.0,3.0,0,4.9,18.0,"Wenig getragener Anorak mit Kapuze von Carhartt. Reißverschluss und Druckknöpfe zum
Verschließen. Bänder in der Taille zum
Engermachen. Gefüttert. Innenfutter Teddyfutter. Auch in der Kapuze. Außen 4 Taschen. Eine Innentasche 
Ärmel können enger geknöpft werden. Lieblingsjacke! Leider zu klein.",https://www.vinted.fr/items/6025586110-carhartt-winter-parka-jacke-grosse-s-schwarz,2051,51.0,7.0,-0.9339396392593768,0
Bonnet the north face noir,2319,8.0,3.0,5,4.8,49.0,Bonnet the north face noir,https://www.vinted.fr/items/4428355207-bonnet-the-north-face-noir,2964,10.0,4.0,-0.5507412576105856,1
Bonnet North Face orange,2319,15.0,3.0,2,4.9,96.0,"Bonjour,
Je vends un bonnet north face orange.
Taille unique
Très bon état",https://www.vinted.fr/items/6010403607-bonnet-north-face-orange,2964,10.0,4.0,1.4049941553278567,0
Carhart sweater,362,13.0,,12,4.7,112.0,"Kleine Flecken , fallen beim tragen nicht auf",https://www.vinted.fr/items/5963754500-carhart-sweater,1811,25.0,6.0,-1.2275717773812103,0
Sweater,2319,10.0,4.0,4,5.0,36.0,"Gut erhalten.
Privatverkauf, keine Garantie & Rücknahme.

Bei Interesse gern melden, Preis VHB.",https://www.vinted.fr/items/4862550849-sweater,1811,17.0,4.0,-1.0495619568488193,0
Cappellino da uomo,2319,5.0,,6,5.0,22.0,Cappellino da uomo con pon pon.,https://www.vinted.fr/items/5392114206-cappellino-da-uomo,2964,10.0,4.0,-1.3889135774413466,0
The North Face Pullover,2319,25.0,3.0,3,5.0,4.0,"Schöner, selten getragener Pullover",https://www.vinted.fr/items/5978363150-the-north-face-pullover,1811,17.0,4.0,0.992395052216287,0
Casquette carhartt,362,15.0,2.0,15,1.0,1.0,,https://www.vinted.fr/items/5989004224-casquette-carhartt,287,15.0,5.0,0.04247432331517214,0
bonnet the north face beige,2319,7.0,3.0,7,4.7,50.0,"très bon état 

unisexe",https://www.vinted.fr/items/5901213677-bonnet-the-north-face-beige,2964,10.0,4.0,-0.8301320308875059,1
Carhartt sweater Creme,362,35.0,2.0,24,1.0,3.0,Paar mal getragener Carhartt sweater der mir aber leider zu groß ist. Die condition ist einwandfrei!,https://www.vinted.fr/items/4567607298-carhartt-sweater-creme,1811,25.0,6.0,1.158859080334813,0
cappello the north face,2319,10.0,3.0,2,4.6,86.0,"condizioni, come da foto, perfettamente senza problemi, né rotture né buchi utilizzato poche volte",https://www.vinted.fr/items/6023198486-cappello-the-north-face,2964,10.0,4.0,0.008040288943255093,0
Casquette carhartt noir brodé blanche.,362,24.0,3.0,6,,,,https://www.vinted.fr/items/6014294679-casquette-carhartt-noir-brode-blanche,287,15.0,5.0,1.854784328220111,0
Bonnet the north face,2319,13.0,2.0,7,5.0,2.0,"Porter une seule fois, il est taille unique et il me taille bien , il n’est pas abîmé",https://www.vinted.fr/items/5737343311-bonnet-the-north-face,2964,10.0,4.0,0.846212608774016,0
Pantaloni,2319,15.0,2.0,3,4.6,48.0,,https://www.vinted.fr/items/5587064440-pantaloni,586,20.0,4.0,-0.4993273452900655,0
The North Face Sweater,2319,30.0,3.0,0,,,"‼️KEIN KAUF ÜBER DAS SYSTEM‼️
‼️NUR ÜBERWEISUNG/PAYPAL MÖGLICH‼️
Dunkelgrau/blau
Oversized 
Größe M",https://www.vinted.fr/items/5500570893-the-north-face-sweater,1811,17.0,4.0,1.6730473885713224,0
Carhartt Cap,362,15.0,1.0,2,4.9,62.0,,https://www.vinted.fr/items/6028918321-carhartt-cap,287,15.0,5.0,0.04247432331517214,0
Short the north face ,2319,30.0,3.0,11,3.3,14.0,porte quelque fois,https://www.vinted.fr/items/1793902825-short-the-north-face,586,20.0,4.0,1.4617269231267294,0
North Face XXL,2319,10.0,4.0,15,4.8,25.0,"Pullover komplett schwarz eingefärbt, und danach wurde er nicht mehr getragen. Ist aber auch nicht mehr der neuste.",https://www.vinted.fr/items/5984029659-north-face-xxl,1811,17.0,4.0,-1.0495619568488193,1
North Face Pullover,2319,24.0,3.0,10,4.6,9.0,"guter Zustand👍
#northface
#northfacewinter
#northfacejumper 
#northfacepullover 
#northfaceblue 
#blogger
#fashionblogger
#vintageblogger
#vintagestyle
#vinted
#cool
#männer
#jungs",https://www.vinted.fr/items/1361052946-north-face-pullover,1811,17.0,4.0,0.8562645849452799,0
Berretto,362,10.0,2.0,1,,,,https://www.vinted.fr/items/6006008335-berretto,287,15.0,5.0,-0.9643645682986828,0
Bonnet North face,2319,5.0,2.0,0,4.8,1075.0,Noir adulte,https://www.vinted.fr/items/6041539448-bonnet-north-face,2964,10.0,4.0,-1.3889135774413466,0
North face mütze,2319,15.0,4.0,2,4.3,45.0,schild wurde rausgeschnitten ist aber original,https://www.vinted.fr/items/5815887984-north-face-mutze,2964,10.0,4.0,1.4049941553278567,0
Short the North face,2319,12.0,2.0,5,4.2,30.0,,https://www.vinted.fr/items/5605109519-short-the-north-face,586,20.0,4.0,-0.8915381989734245,1
Pull North face homme,2319,12.0,3.0,7,4.9,449.0,"Très peu porté.
⚠️ Mais couleur moins vive qu'à l'achat ⚠️",https://www.vinted.fr/items/6034298211-pull-north-face-homme,1811,17.0,4.0,-0.7773010223068051,1
Bonnet the north face,2319,5.0,3.0,5,4.4,26.0,Vend bonnet the north face en très bonne état,https://www.vinted.fr/items/5923518438-bonnet-the-north-face,2964,10.0,4.0,-1.3889135774413466,1
Bonnet The North Face,2319,8.0,3.0,7,5.0,23.0,Bonnet ayant été porté mais en très bon état général.,https://www.vinted.fr/items/5411497406-bonnet-the-north-face,2964,10.0,4.0,-0.5507412576105856,1
Pet The North Face,2319,7.0,4.0,8,4.6,264.0,Lekker warm!,https://www.vinted.fr/items/5837888207-pet-the-north-face,2964,10.0,4.0,-0.8301320308875059,1
Carhartt Mütze,362,8.0,4.0,8,5.0,87.0,,https://www.vinted.fr/items/4357574696-carhartt-mutze,287,15.0,5.0,-1.3671001249442247,1
Gorra north face talla pequeño,2319,6.0,4.0,6,4.8,136.0,Es negro con el logo naranja usado este invierno,https://www.vinted.fr/items/4594915628-gorra-north-face-talla-pequeno,2964,10.0,4.0,-1.1095228041644263,1
Veste polaire marron The North Face - Taille XL Homme,2319,17.9,3.0,4,4.6,70.0,"🔹 Veste polaire marron The North Face - Taille XL Homme 🔹

Je vends cette superbe veste polaire The North Face en taille XL pour homme.
✔️ Couleur : Marron
✔️ Matière : Polaire douce et chaude
✔️ Fermeture : Zip 1/4 au niveau du col
✔️ État : Très bon état

Parfaite pour les activités en extérieur, la randonnée ou un look casual et confortable au quotidien. 🔥

📦 Envoi rapide 📍 Remise en main propre possible

N’hésitez pas à me contacter pour plus d’infos ! 😊

#TheNorthFace #VestePolaire #Outdoor #Randonnée #ModeHomme #Streetwear #XL #Hiver #Sport #Casual #tnf700",https://www.vinted.fr/items/6012813853-veste-polaire-marron-the-north-face-taille-xl-homme,1811,17.0,4.0,0.025868734592136514,0
Patta Carhartt Pullover M,362,15.0,4.0,7,5.0,733.0,Siehe letztes Bild: Fleck vorhanden,https://www.vinted.fr/items/5553701806-patta-carhartt-pullover-m,1811,25.0,6.0,-1.0106235175888445,1
Carhartt caps,362,20.0,3.0,17,5.0,4.0,Vintage,https://www.vinted.fr/items/5994107720-carhartt-caps,287,15.0,5.0,1.0493132149290272,0
"Hoodie, The North Face, Gr S",2319,8.0,4.0,1,5.0,22.0,"Hoodie von The North Face
Gr S
Braun
Gerne getragen, leider zu klein
Leichte Abnutzungen an den Ärmeln. ( siehe Fotos)

Kein Versand per UPS
Paypal Freunde oder Direktkauf

Privatverkauf, keine Garantie oder Rücknahme",https://www.vinted.fr/items/5022172526-hoodie-the-north-face-gr-s,1811,17.0,4.0,-1.3218228913908334,0
"Bonnet, The North face",2319,5.0,3.0,8,4.7,33.0,"Bonnet the North Face , chaud , en parfait état 
Noir⚫️
Authentique ✅",https://www.vinted.fr/items/5877799602-bonnet-the-north-face,2964,10.0,4.0,-1.3889135774413466,1
Sweat,2319,10.0,3.0,13,4.8,21.0,Sweat THE NORTH FACE,https://www.vinted.fr/items/5943322586-sweat,1811,17.0,4.0,-1.0495619568488193,1
The North Face Quarter Zip Sweat Shirt Gesticktes Logo (XXL),2319,34.0,3.0,0,4.9,683.0,"BEZAHLUNG ÜBER SYSTEM, PAYPAL UND ÜBERWEISUNG MÖGLICH.

Farbe: Blau
Größe: XXL
Zustand: 9/10
Keine Mängel
Extras:
Abmessung:

Länge: 78cm
Achsel zu Achsel: 65cm",https://www.vinted.fr/items/5927455622-the-north-face-quarter-zip-sweat-shirt-gesticktes-logo-xxl,1811,17.0,4.0,2.2175692576553505,0
Carhartt Parker,362,20.0,4.0,3,5.0,78.0,"Es sind Gebrauchsspuren sichtbar.
An den Taschen und Ärmeln (siehe Fotos)",https://www.vinted.fr/items/5877349930-carhartt-parker,2051,51.0,7.0,-1.2060438660936952,0
Short The north face ,2319,30.0,2.0,7,4.5,8.0,Jamais porté,https://www.vinted.fr/items/1287912667-short-the-north-face,586,20.0,4.0,1.4617269231267294,0
Bonnet the North Face,2319,5.0,3.0,8,4.7,34.0,Bonnet en très bonne état,https://www.vinted.fr/items/4438751304-bonnet-the-north-face,2964,10.0,4.0,-1.3889135774413466,1
Carhartt Mantel Parka abnehmbare Kapuze Grün Gr. S,362,60.0,4.0,0,5.0,3.0,"Verkaufe meinen gefütterten Carhartt Parka.

Auf der einen Schulter hat sich ein Knopf gelöst, original Ersatz liegt bei.",https://www.vinted.fr/items/5977626423-carhartt-mantel-parka-abnehmbare-kapuze-grun-gr-s,2051,51.0,7.0,-0.11762695875642182,0
The North Face Pullover,2319,15.0,3.0,9,4.8,86.0,"Ist in einem super Zustand.   
Bei Fragen gerne melden.",https://www.vinted.fr/items/5534277557-the-north-face-pullover,1811,17.0,4.0,-0.36890962049378384,0
XS The North Face Pullover Damen ,2319,30.0,4.0,0,5.0,11.0,Pullover von The North Face in Schwarz,https://www.vinted.fr/items/2959599785-xs-the-north-face-pullover-damen,1811,17.0,4.0,1.6730473885713224,0
The North Face kurze Hose,2319,20.0,4.0,8,5.0,580.0,"kaum getragene, kurze Hose von The North Face, Größe kann ich nirgendwo finden, passt aber einer Männer „S""",https://www.vinted.fr/items/3392718665-the-north-face-kurze-hose,586,20.0,4.0,0.1543574108488661,0
Sportshorts von The North Face,2319,25.0,2.0,2,5.0,134.0,,https://www.vinted.fr/items/5409612193-sportshorts-von-the-north-face,586,20.0,4.0,0.8080421669877976,0
Bonnet The north face noir,2319,9.0,3.0,7,4.7,54.0,"Bonnet TNF NOIR 

ENVOI RAPIDE",https://www.vinted.fr/items/5873778798-bonnet-the-north-face-noir,2964,10.0,4.0,-0.2713504843336652,0
The North Face - Bonnet ,2319,8.0,3.0,13,4.9,143.0,"Bonnet bordeaux The North Face
Unisexe 
Très bon état
Prix discutable
Taille unique 

#tnf #thenorthface #streetwear",https://www.vinted.fr/items/4229176923-the-north-face-bonnet,2964,10.0,4.0,-0.5507412576105856,1
Carhartt Winterjacke,362,58.0,3.0,7,5.0,39.0,"Dicke, warme Winterjacke, wenig getragen, viele Taschen. Keine Mängel. 

Neupreis 329,95€",https://www.vinted.fr/items/5598606839-carhartt-winterjacke,2051,51.0,7.0,-0.1720478041232855,0
The North Face Mütze,2319,13.0,3.0,0,5.0,3.0,,https://www.vinted.fr/items/6008931763-the-north-face-mutze,2964,10.0,4.0,0.846212608774016,0
Oberteil ,2319,10.0,3.0,5,4.8,43.0,"The North Face cropped Oberteil von Asos gekauft np war 25€ 
2 mal getragen",https://www.vinted.fr/items/3335272922-oberteil,1811,17.0,4.0,-1.0495619568488193,1
Carhartt Anorak Fleese,362,30.0,3.0,9,4.8,44.0,"warm jacket in excellent condition with fleece, many adjustments",https://www.vinted.fr/items/4077366000-carhartt-anorak-fleese,2051,51.0,7.0,-0.9339396392593768,1
"Pantaloncino The North Face, taglia S, grigio",2319,4.5,3.0,13,5.0,222.0,"Indossato poche volte,praticamente nuovo. Ottime condizioni. Taglia S,giro vita interno 72 cm circa,regolabile con elastico e coulisse.",https://www.vinted.fr/items/5335880710-pantaloncino-the-north-face-taglia-s-grigio,586,20.0,4.0,-1.8720653331818218,1
Bonnet- The North  Face,2319,8.0,3.0,8,4.9,32.0,"Très bon état
Gris / noir 
Taille unique adulte",https://www.vinted.fr/items/5691546283-bonnet-the-north-face,2964,10.0,4.0,-0.5507412576105856,1
The North Face Wintermütze sehr guter Zustand,2319,10.0,3.0,2,5.0,3.0,The North Face Wintermütze sehr guter Zustand,https://www.vinted.fr/items/5814649452-the-north-face-wintermutze-sehr-guter-zustand,2964,10.0,4.0,0.008040288943255093,0
Carharrt Longssleeve / Pullover,362,10.0,2.0,26,4.9,37.0,,https://www.vinted.fr/items/5400265897-carharrt-longssleeve-pullover,1811,25.0,6.0,-1.552994167069759,1
The North Face Mütze,2319,7.0,3.0,5,4.9,80.0,einmal getragen,https://www.vinted.fr/items/5713097230-the-north-face-mutze,2964,10.0,4.0,-0.8301320308875059,1
Bonnet The North face gris unisexe,2319,9.0,3.0,1,4.9,40.0,"Jamais porté, taille unique, entre le S et le M",https://www.vinted.fr/items/6013560401-bonnet-the-north-face-gris-unisexe,2964,10.0,4.0,-0.2713504843336652,0
Carhartt Hoodie,362,20.0,3.0,3,5.0,17.0,"Carhartt Hoodie

Fällt normal aus wie eine M",https://www.vinted.fr/items/5646954797-carhartt-hoodie,1811,25.0,6.0,-0.46825286810793,0
Grauer carhartt sweater,362,30.0,3.0,14,5.0,17.0,"•Guter Zustand 
•Keine Gebrauchsspuren 
•cool",https://www.vinted.fr/items/3608271023-grauer-carhartt-sweater,1811,25.0,6.0,0.6164884308538988,0
"The North Face Mütze, Unisex, Schwarz, One Size",2319,5.0,4.0,1,5.0,1.0,"Hersteller: The North Face
Artikel: Mütze
Farbe: schwarz

3-4x getragen, guter Zustand",https://www.vinted.fr/items/6020155902-the-north-face-mutze-unisex-schwarz-one-size,2964,10.0,4.0,-1.3889135774413466,0
Schwarzer Sweater - Carhartt,362,19.0,3.0,8,4.6,21.0,Wenig getragen,https://www.vinted.fr/items/1683251239-schwarzer-sweater-carhartt,1811,25.0,6.0,-0.5767269980041129,1
bonnet the north face,2319,15.0,3.0,0,5.0,3.0,en parfait état !,https://www.vinted.fr/items/6016503110-bonnet-the-north-face,2964,10.0,4.0,1.4049941553278567,0
Pull Carhartt,362,15.0,3.0,18,4.2,580.0,Bon état global,https://www.vinted.fr/items/6016383245-pull-carhartt,1811,25.0,6.0,-1.0106235175888445,1
Alpha Industrie Hoodie,2319,25.0,3.0,9,,,Keine Beschreibung,https://www.vinted.fr/items/5131924734-alpha-industrie-hoodie,1811,17.0,4.0,0.992395052216287,0
The north face muts,2319,15.0,1.0,3,4.9,13.0,Nieuw,https://www.vinted.fr/items/6027787819-the-north-face-muts,2964,10.0,4.0,1.4049941553278567,0
Cappello The North Face,2319,12.0,2.0,9,5.0,5.0,Prezzo trattabile,https://www.vinted.fr/items/5947632304-cappello-the-north-face,2964,10.0,4.0,0.5668218354970957,0
Bonnet the north face gris,2319,8.0,2.0,6,4.6,32.0,"Je vends mon bonnet the north face gris avec pompon.
Il est en parfait état !",https://www.vinted.fr/items/5967354959-bonnet-the-north-face-gris,2964,10.0,4.0,-0.5507412576105856,1
Bonnet,2319,7.0,3.0,6,4.2,36.0,Déjà porté,https://www.vinted.fr/items/5950002119-bonnet,2964,10.0,4.0,-0.8301320308875059,1
Pull Carhartt,362,15.0,3.0,18,4.2,580.0,Bon état global,https://www.vinted.fr/items/6016383245-pull-carhartt,1811,25.0,6.0,-1.0106235175888445,1
Carhartt Mütze rosa,362,11.0,3.0,14,5.0,32.0,"selten getragen, hält schön warm",https://www.vinted.fr/items/5587147318-carhartt-mutze-rosa,287,15.0,5.0,-0.7629967899759118,1
The North face Pullover schwarz ,2319,14.0,4.0,11,4.8,36.0,"Gut erhaltener schwarzer The north face pullover, Grösse S, keine Mängel",https://www.vinted.fr/items/2484309352-the-north-face-pullover-schwarz,1811,17.0,4.0,-0.5050400877647909,1
Dunkelblaue Carhartt Mütze,362,8.0,4.0,0,5.0,1321.0,,https://www.vinted.fr/items/5724027198-dunkelblaue-carhartt-mutze,287,15.0,5.0,-1.3671001249442247,0
Cappello invernale berretto invernale Carhartt,362,20.0,3.0,0,4.9,336.0,,https://www.vinted.fr/items/6009183698-cappello-invernale-berretto-invernale-carhartt,287,15.0,5.0,1.0493132149290272,0
Carhartt Winterjacke L schwarz Parker,362,45.0,3.0,12,4.9,71.0,"Tolle Winterjacke/ Parker von Carhartt. Sehr guter Zustand, keine Löcher oder Mängel.",https://www.vinted.fr/items/5547751584-carhartt-winterjacke-l-schwarz-parker,2051,51.0,7.0,-0.5257832990078993,1
Bonnet north face,2319,5.0,4.0,3,3.3,14.0,,https://www.vinted.fr/items/4372035304-bonnet-north-face,2964,10.0,4.0,-1.3889135774413466,0
Heren capuchon,2319,25.0,3.0,0,4.9,173.0,Amper gedragen,https://www.vinted.fr/items/6012432114-heren-capuchon,1811,17.0,4.0,0.992395052216287,0
The north Face Mütze,2319,15.0,3.0,9,4.7,34.0,Nur einmal getragen original in sehr gutem Zustand. Privatverkauf Perfekt für den Winter.,https://www.vinted.fr/items/4967061059-the-north-face-mutze,2964,10.0,4.0,1.4049941553278567,0
