Title,Brand,Price,ItemStatus,NbFavourite,UserRating,NbEvalUser,Description,URL,Type,prix_median_groupe,favoris_median_groupe,z_score_prix,bonne_affaire
Carhartt Detroit Rework,Carhartt,89.99,4.0,8,4.8,109.0,"Rework Variante ✅

Perfekt für den Frühling 💯

Tags :

#nike #puma #adidas #6pm #peso #lfdy #systemic #Trendtvision #gorpcore #nikevintage #windbreaker #Niketech #nikesport #rueporter #tnf#streetwear #sweater #hose #hoodie #trackpants
#baggy #cropped #regenjacke #workwear #carhartt #99based #northface #pegador #6pm #lacoste #y2k #baggy #cropped #supreme #vintage #acne #blokecore #montbell",https://www.vinted.fr/items/6003068034-carhartt-detroit-rework,manteaux,51.0,7.0,0.6984136175196988,0
Sweat-shirt The North Face,The North Face,15.0,3.0,13,4.8,71.0,Sweat-shirt vert foncé et noir de The North Face. Très bon état.,https://www.vinted.fr/items/5958484189-sweat-shirt-the-north-face,sweats,17.0,4.0,-0.36890962049378384,0
Carhartt - Clash Parka - schwarz - M,Carhartt,10.0,,17,5.0,15.0,"Gern getragener Carhartt Clash Parka mit Gerbrauchsspuren (siehe Bilder) mit Steppfutter. Alle Ressverschlüsse und Knöpfe in Takt. Rückenteil Fishbone kann hochgenöpft werden. 
Innentasche vorhanden.",https://www.vinted.fr/items/5192275171-carhartt-clash-parka-schwarz-m,manteaux,51.0,7.0,-1.4781480929280135,0
Hoodie The North Face,The North Face,9.5,4.0,6,5.0,47.0,"Couleur Terra Cota
Cordelette à remplacer ou à retirer",https://www.vinted.fr/items/6005076214-hoodie-the-north-face,sweats,17.0,4.0,-1.1176271904843227,1
Sudadera The North Face,The North Face,29.0,2.0,15,5.0,6.0,"Talla M
Color crema/gris claro 

Usada una vez solamente 

Todas las prendas de mi armario están en perfectas condiciones 👌🏼, tal como marcan las descripciones y se envían lavadas 🧼 y planchadas.

#thenorthface #thenorthfacevintage #sudadera",https://www.vinted.fr/items/5995001711-sudadera-the-north-face,sweats,17.0,4.0,1.5369169213003153,0
Carhartt Pullover,Carhartt,30.0,3.0,4,,,,https://www.vinted.fr/items/5942917284-carhartt-pullover,sweats,25.0,6.0,0.6164884308538988,0
Sweat the north face,The North Face,30.0,3.0,3,4.8,24.0,,https://www.vinted.fr/items/6004081184-sweat-the-north-face,sweats,17.0,4.0,1.6730473885713224,0
Carhartt sweater Herren,Carhartt,40.0,4.0,3,,,,https://www.vinted.fr/items/5994674534-carhartt-sweater-herren,sweats,25.0,6.0,1.7012297298157275,0
Carhatt Jacke gefüttert (S),Carhartt,30.0,4.0,7,5.0,22.0,"Gut erhaltene, gebrauchte Carhatt Jacke in Größe S. Innen gefüttert. 

Bei Fragen, einfach melden :) 

Verkauf nur über Paypal. Keine Rücknahme.",https://www.vinted.fr/items/5462411188-carhatt-jacke-gefuttert-s,manteaux,51.0,7.0,-0.9339396392593768,0
Pull The North Face,The North Face,11.0,3.0,8,5.0,25.0,"porte quelques fois
Très bon état 
Aglet légèrement cassé (voir photo)",https://www.vinted.fr/items/4218489670-pull-the-north-face,sweats,17.0,4.0,-0.9134314895778122,1
The North Face Sweater,The North Face,23.0,3.0,5,5.0,51.0,"selten getragen
PREISE SIND VERHANDELBAR",https://www.vinted.fr/items/1687902306-the-north-face-sweater,sweats,17.0,4.0,0.7201341176742728,0
carhartt sweater,Carhartt,13.0,3.0,12,4.3,32.0,"Versandkosten ab 3,99€
bitte nicht übers system kaufen sondern mich vorher anschreiben :) danke!",https://www.vinted.fr/items/2920217618-carhartt-sweater,sweats,25.0,6.0,-1.2275717773812103,1
Carhartt Mütze,Carhartt,8.0,4.0,8,5.0,87.0,,https://www.vinted.fr/items/4357574696-carhartt-mutze,casquettes,15.0,5.0,-1.3671001249442247,1
Carhartt Pullover Crewneck,Carhartt,16.0,4.0,7,4.9,159.0,"sehr schöner Pullover 
Wie neu bis auf ganz kleine Flecken 
Die Fallen aber echt garnicht auf",https://www.vinted.fr/items/5970035406-carhartt-pullover-crewneck,sweats,25.0,6.0,-0.9021493876926615,1
Carhartt jacke mit  fellkaputze,Carhartt,35.0,4.0,10,4.3,25.0,Guter Zustand,https://www.vinted.fr/items/3245345206-carhartt-jacke-mit-fellkaputze,manteaux,51.0,7.0,-0.7978875258422177,1
Carhartt Og Chore Coat,Carhartt,78.0,3.0,8,4.5,16.0,"Selten Getragen, guter zustand",https://www.vinted.fr/items/5703629186-carhartt-og-chore-coat,manteaux,51.0,7.0,0.37216064954535116,0
Carhartt Mütze,Carhartt,8.0,4.0,8,5.0,87.0,,https://www.vinted.fr/items/4357574696-carhartt-mutze,casquettes,15.0,5.0,-1.3671001249442247,1
Carhartt Jacke,Carhartt,25.0,4.0,9,5.0,10.0,Ich verkaufe eine Winterjacke / Parka in brauner Farbe.,https://www.vinted.fr/items/5925282833-carhartt-jacke,manteaux,51.0,7.0,-1.069991752676536,0
Carhartt Jacke,Carhartt,35.0,3.0,3,4.7,40.0,"Cooler Carhartt Anorak, selten getragen, guter Zustand",https://www.vinted.fr/items/2654060291-carhartt-jacke,manteaux,51.0,7.0,-0.7978875258422177,0
The north face pullover,The North Face,15.0,4.0,10,,,oft getragen aber hing jetzt nur noch im Schrank. Kann jedes Gechlecht tragen,https://www.vinted.fr/items/1801691867-the-north-face-pullover,sweats,17.0,4.0,-0.36890962049378384,0
Anchorage Parka von Carhartt,Carhartt,89.0,3.0,3,5.0,2720.0,"Das Modell ist mehr als bekannt!
Hervorragende Qualität und sehr aufwändig verarbeitet! Absoluter Hingucker!
Extrem robust und Wetterbeständig!
Super warm!
Bei weiteren Fragen einfach mailen 
Privat Verkauf, keine Rücknahme",https://www.vinted.fr/items/5973013265-anchorage-parka-von-carhartt,manteaux,51.0,7.0,0.6714752990631013,0
Carhartt Kappe braun,Carhartt,18.0,3.0,18,5.0,10.0,,https://www.vinted.fr/items/5125312945-carhartt-kappe-braun,casquettes,15.0,5.0,0.6465776582834851,0
casquette carhartt,Carhartt,19.9,2.0,5,,,,https://www.vinted.fr/items/6031216557-casquette-carhartt,casquettes,15.0,5.0,1.0291764370967498,0
Carhartt Hoodie ,Carhartt,10.0,4.0,11,5.0,96.0,"Gut erhaltener Hoodie von Carhartt, steht zwar S drin, würde aber eher sagen ist ne XS",https://www.vinted.fr/items/3059991887-carhartt-hoodie,sweats,25.0,6.0,-1.552994167069759,1
Carhartt Pullover/Sweater/hoodie,Carhartt,15.0,,2,5.0,16.0,"Vintage
Weite:46cm
Länge:52cm
Fittet:S-M

Ein kleiner Fleck auf der Vorderseite (zu sehen im 3. Bild)",https://www.vinted.fr/items/5470330840-carhartt-pulloversweaterhoodie,sweats,25.0,6.0,-1.0106235175888445,0
Sweat-shirt The North Face,The North Face,12.0,3.0,8,4.9,460.0,Sweat-shirt The North Face bleu taille S en parfait état,https://www.vinted.fr/items/4293371925-sweat-shirt-the-north-face,sweats,17.0,4.0,-0.7773010223068051,1
North face sweater,The North Face,13.5,3.0,14,4.4,209.0,"Maat large
Heerlijke warme sweater",https://www.vinted.fr/items/5941757782-north-face-sweater,sweats,17.0,4.0,-0.5731053214002945,1
Dünner The North Face Pullover ,The North Face,15.0,3.0,9,5.0,9.0,"Er ist in einem sehr guten Zustand, da ich ihn kaum getragen habe. 

Preis inklusive Verpackungskosten und Sendungskosten.",https://www.vinted.fr/items/3441251300-dunner-the-north-face-pullover,sweats,17.0,4.0,-0.36890962049378384,0
Carhartt Woll pullover,Carhartt,16.5,3.0,9,4.9,55.0,"Cooler, grüner Carhartt Pullover 🟢
Cooles, ausgefallenes Muster 
Zustand ist den Bildern zu entnehmen 
Versand 📦 erfolgt grundsätzlich unversichert 
Bei Fragen einfach anschreiben! 



#carhartt #style #fashion #streetwear #berlin #pasha #pashastyle #berlinstyle",https://www.vinted.fr/items/5298202126-carhartt-woll-pullover,sweats,25.0,6.0,-0.8479123227445701,1
Cappello carhartt,Carhartt,24.99,1.0,1,,,,https://www.vinted.fr/items/6017414192-cappello-carhartt,casquettes,15.0,5.0,2.054138428759654,0
Carhartt oversize Jacke,Carhartt,70.0,4.0,9,5.0,16.0,"gebrauchter Zustand siehe Bilder 
used look
NP 180€",https://www.vinted.fr/items/4245645315-carhartt-oversize-jacke,manteaux,51.0,7.0,0.15447726807789652,0
North Face XXL,The North Face,10.0,4.0,15,4.8,25.0,"Pullover komplett schwarz eingefärbt, und danach wurde er nicht mehr getragen. Ist aber auch nicht mehr der neuste.",https://www.vinted.fr/items/5984029659-north-face-xxl,sweats,17.0,4.0,-1.0495619568488193,1
"*carharrt beanie Mütze dunkelblau one size, wie neu*",Carhartt,9.0,3.0,10,4.9,1122.0,"Sehr selten getragen, wie neu",https://www.vinted.fr/items/3639520957-carharrt-beanie-mutze-dunkelblau-one-size-wie-neu,casquettes,15.0,5.0,-1.1657323466214538,1
North face sweater,The North Face,13.5,3.0,14,4.4,209.0,"Maat large
Heerlijke warme sweater",https://www.vinted.fr/items/5941757782-north-face-sweater,sweats,17.0,4.0,-0.5731053214002945,1
Oberteil ,The North Face,10.0,3.0,5,4.8,43.0,"The North Face cropped Oberteil von Asos gekauft np war 25€ 
2 mal getragen",https://www.vinted.fr/items/3335272922-oberteil,sweats,17.0,4.0,-1.0495619568488193,1
Carhartt Mütze Beanie grau,Carhartt,9.0,4.0,9,5.0,44.0,Bis auf ein paar Fussel vom Waschen keine Gebrauchsspuren!,https://www.vinted.fr/items/3835836608-carhartt-mutze-beanie-grau,casquettes,15.0,5.0,-1.1657323466214538,1
The North Face Long sleeve/Langarm Shirt ,The North Face,15.0,3.0,14,5.0,5.0,Sehr gut erhaltenes Long sleeve von The NORTH FACE!,https://www.vinted.fr/items/1937599388-the-north-face-long-sleevelangarm-shirt,sweats,17.0,4.0,-0.36890962049378384,0
Abrigo carhatt verde oscuro,Carhartt,120.0,3.0,10,5.0,2.0,"Usado 1 invierno, talla M de hombre",https://www.vinted.fr/items/890014134-abrigo-carhatt-verde-oscuro,manteaux,51.0,7.0,1.5149984022494882,0
Carhartt Parka,Carhartt,25.0,4.0,8,4.9,235.0,"Guter, getragener Zustand. 

#carhartt #carharttwip #carharttvintage #carharttworkwear #wip #vintage",https://www.vinted.fr/items/5665043325-carhartt-parka,manteaux,51.0,7.0,-1.069991752676536,1
Hoodie The North Face,The North Face,9.5,4.0,6,5.0,47.0,"Couleur Terra Cota
Cordelette à remplacer ou à retirer",https://www.vinted.fr/items/6005076214-hoodie-the-north-face,sweats,17.0,4.0,-1.1176271904843227,1
Pull the north face,The North Face,12.0,4.0,2,,,Pull noir tnf homme,https://www.vinted.fr/items/6019122801-pull-the-north-face,sweats,17.0,4.0,-0.7773010223068051,0
Carhartt Oberteil ,Carhartt,30.0,4.0,3,5.0,6.0,Cooles grünes carhartt Oberteil. Der Verkauf erfolgt unter Ausschluss jeglicher Gewährleistung.,https://www.vinted.fr/items/3988113107-carhartt-oberteil,sweats,25.0,6.0,0.6164884308538988,0
Carhartt Sedona Sweater in M,Carhartt,30.0,3.0,6,5.0,245.0,"Getragen aber in gutem Zustand 
Größe wie angegeben",https://www.vinted.fr/items/5936158859-carhartt-sedona-sweater-in-m,sweats,25.0,6.0,0.6164884308538988,0
Sweat à capuche The North Face,The North Face,13.0,4.0,5,4.9,292.0,"Capuche avec lien de serrage
Légère décoloration sur le bord avant de la capuche",https://www.vinted.fr/items/6037381071-sweat-a-capuche-the-north-face,sweats,17.0,4.0,-0.641170555035798,1
Beige/lichtgele sweater,The North Face,9.0,3.0,10,5.0,140.0,"Beige lichtgele sweater
1 klein vlekje (zie foto)
Nog in goede staat",https://www.vinted.fr/items/5973990226-beigelichtgele-sweater,sweats,17.0,4.0,-1.1856924241198263,1
Jacke / Parka von Carhartt in kakigrün,Carhartt,26.0,3.0,12,5.0,30.0,Die Jacke ist leicht gefüttert also eine schöne Übergangsjacke :)  Auf der Schulter ist ein Fleck (siehe Foto) den man aber nicht sieht wenn die Kapuze drüber hängt. Die Kapuze ist auch abnehmbar.,https://www.vinted.fr/items/5329967120-jacke-parka-von-carhartt-in-kakigrun,manteaux,51.0,7.0,-1.0427813299931041,1
Regenjacke mit Kapuze Carhartt,Carhartt,17.0,4.0,13,4.8,21.0,"Regenjacke mit Kapuze. Die Strippe dazu fehlt leider (siehe Foto). 

Ansonsten einwandfreier Artikel.",https://www.vinted.fr/items/5766071611-regenjacke-mit-kapuze-carhartt,manteaux,51.0,7.0,-1.2876751341439907,1
The North Face Fleece,The North Face,22.0,3.0,9,2.6,5.0,"Fluffy TNF fleece in  pretty cyan colour.

Size: XS

Great Condition.",https://www.vinted.fr/items/1641304720-the-north-face-fleece,sweats,17.0,4.0,0.5840036504032657,0
Carhartt Winterjacke,Carhartt,58.0,3.0,7,5.0,39.0,"Dicke, warme Winterjacke, wenig getragen, viele Taschen. Keine Mängel. 

Neupreis 329,95€",https://www.vinted.fr/items/5598606839-carhartt-winterjacke,manteaux,51.0,7.0,-0.1720478041232855,0
Carhartt Mantel Parka abnehmbare Kapuze Grün Gr. S,Carhartt,60.0,4.0,0,5.0,3.0,"Verkaufe meinen gefütterten Carhartt Parka.

Auf der einen Schulter hat sich ein Knopf gelöst, original Ersatz liegt bei.",https://www.vinted.fr/items/5977626423-carhartt-mantel-parka-abnehmbare-kapuze-grun-gr-s,manteaux,51.0,7.0,-0.11762695875642182,0
Sweat  the north  face  homme.Taille  S,The North Face,30.0,3.0,0,4.9,46.0,"Marque : The  North  Face
Couleur  :  Noire
Taille : S
Matériaux  : Coton  doux  et  durable
État :  Très  bon état  

N’hésitez  pas à  me  contacter  pour  plus  d’informations ou  des  photos  supplémentaires.










#thenorthface #sweatshirt #sweat #hoodie #sweatshirthomme  #sweatshirtthenorthface  #homme #laselevtionvinted #men #sweatshirtmen",https://www.vinted.fr/items/6016512081-sweat-the-north-face-hommetaille-s,sweats,17.0,4.0,1.6730473885713224,0
Cispo carhartt,Carhartt,110.0,1.0,4,4.7,25.0,⚠️PREÇO NEGOCIÁVEL⚠️Casaco completamente novo nunca usado super quente e com pelo por dentro,https://www.vinted.fr/items/5724158416-cispo-carhartt,manteaux,51.0,7.0,1.2428941754151699,0
Vintage Carhartt Crewneck,Carhartt,17.0,3.0,4,5.0,8.0,"Paar mal getragen 
sehr komfortabel und schön
Guter Zustand",https://www.vinted.fr/items/5951849273-vintage-carhartt-crewneck,sweats,25.0,6.0,-0.7936752577964786,0
Carhartt Mantel Jacke,Carhartt,39.0,3.0,16,5.0,89.0,"Carhartt Mantel Parka in dunkelblau 

👕ZUSTAND: leicht abgetragen aber keine Mängel 8,5/10

Größe: M

💸per paypal, überweisung oder übers system
bei fragen gerne melden:)",https://www.vinted.fr/items/5962069881-carhartt-mantel-jacke,manteaux,51.0,7.0,-0.6890458351084904,1
Gorra Carhartt Vintage logo bordado,Carhartt,12.0,3.0,8,4.9,442.0,,https://www.vinted.fr/items/6004261897-gorra-carhartt-vintage-logo-bordado,casquettes,15.0,5.0,-0.5616290116531408,1
carhartt Schirmmütze kariert 52 cm Umfang grau/grün/schwarz,Carhartt,14.0,3.0,1,,,,https://www.vinted.fr/items/5236777616-carhartt-schirmmutze-kariert-52-cm-umfang-graugrunschwarz,casquettes,15.0,5.0,-0.15889345500759885,0
Carhartt Mantel,Carhartt,15.0,3.0,3,5.0,50.0,"Warme Jacke bzw. Mantel von Carhartt.
Sehr warm 
Fast nie getragen",https://www.vinted.fr/items/5820642420-carhartt-mantel,manteaux,51.0,7.0,-1.3420959795108542,0
Parca Carhartt,Carhartt,110.0,3.0,4,5.0,1.0,"Se ha usado pero está en perfecto estado, casi nueva.",https://www.vinted.fr/items/5646579272-parca-carhartt,manteaux,51.0,7.0,1.2428941754151699,0
Casquette Carhartt jaune sable vintage,Carhartt,15.0,2.0,11,,,,https://www.vinted.fr/items/6028013113-casquette-carhartt-jaune-sable-vintage,casquettes,15.0,5.0,0.04247432331517214,0
North face Hoodie Größe L,The North Face,15.0,4.0,8,5.0,23.0,Verkauf hier einen Hoodie von north face in der Größe L Farbe blau,https://www.vinted.fr/items/5031871209-north-face-hoodie-grosse-l,sweats,17.0,4.0,-0.36890962049378384,0
Carhartt Woll pullover,Carhartt,16.5,3.0,9,4.9,55.0,"Cooler, grüner Carhartt Pullover 🟢
Cooles, ausgefallenes Muster 
Zustand ist den Bildern zu entnehmen 
Versand 📦 erfolgt grundsätzlich unversichert 
Bei Fragen einfach anschreiben! 



#carhartt #style #fashion #streetwear #berlin #pasha #pashastyle #berlinstyle",https://www.vinted.fr/items/5298202126-carhartt-woll-pullover,sweats,25.0,6.0,-0.8479123227445701,1
Blaue Carhartt Jacke Work Wear,Carhartt,60.0,3.0,17,4.3,30.0,Sehr gut erhaltende Carhartt Jacke mit Innenfell,https://www.vinted.fr/items/5762570378-blaue-carhartt-jacke-work-wear,manteaux,51.0,7.0,-0.11762695875642182,0
Carhartt Pulli S,Carhartt,10.0,3.0,7,4.9,74.0,"Guter Zustand, selten getragen, Druck unbeschädigt",https://www.vinted.fr/items/6004603775-carhartt-pulli-s,sweats,25.0,6.0,-1.552994167069759,1
Pull carhartt,Carhartt,25.0,3.0,10,4.4,73.0,"pull carhartt 
taille XS
logo brodé",https://www.vinted.fr/items/6021456158-pull-carhartt,sweats,25.0,6.0,0.07411778137298439,0
Jas Carhartt,Carhartt,15.0,3.0,18,4.9,52.0,"Amper gedragen, zwart, ideaal voor tussenseizoen",https://www.vinted.fr/items/6024144979-jas-carhartt,manteaux,51.0,7.0,-1.3420959795108542,1
The North Face Pullover,The North Face,15.0,3.0,9,4.8,86.0,"Ist in einem super Zustand.   
Bei Fragen gerne melden.",https://www.vinted.fr/items/5534277557-the-north-face-pullover,sweats,17.0,4.0,-0.36890962049378384,0
Vintage Y2K Carhartt sweatshirt hoodie,Carhartt,20.0,4.0,3,5.0,710.0,Ein brandloch sonst keine Mängel,https://www.vinted.fr/items/5887288371-vintage-y2k-carhartt-sweatshirt-hoodie,sweats,25.0,6.0,-0.46825286810793,0
The North Face Pullover ,The North Face,20.0,3.0,2,4.5,2.0,The North Face Pullover sehr gut erhalten              Größe XS                                                                    Bei Fragen gerne schreiben,https://www.vinted.fr/items/1586662173-the-north-face-pullover,sweats,17.0,4.0,0.3117427158612516,0
The North Face Vintage Fleece Pullover Herren L Schwarz Half Zip,The North Face,25.0,3.0,2,5.0,396.0,"Schulter zu Schulter: (Breite): 48cm
Achsel zu Achsel: (Breite): 54cm
Nacken bis Bund: (Länge): 71cm 
(Die Angaben können um 3 cm variieren)
Überprüfe die Maße an eigener Vergleichskleidung, um einen Fehlkauf zu vermeiden. Sonst frag uns gerne.
Zustandsranking: 10/10

Ich gebe gerne bis zu 50% Mengenrabatt bei kauf von mehreren Artikeln.

Nice zu rocken.
Wenn du nett fragst, können wir gerne Verhandeln. 🥳
Ich brauche Platz, daher werden wir uns auf eine guten Preis einigen können. 
Bevorzugter Versand über DHL, Hermes oder UPS.

Folge gerne für mehr nice Pieces. Ich lade hier regelmäßig neuen Stuff hoch. 🥰

Ich reserviere maximal 24 Stunden. Wenn die Zahlung nach Ablauf nicht eingegangen ist, geht der Artikel wieder online. 

Wenn du den Rückversand übernimmst, gebe ich dir gerne Geld zurück Garantie. 
 
Bezahlung über Vinted, PayPal oder Banküberweisung möglich. 

Keine Fitpics.

#VintagePullover #Strickpullover #VintageStyle #RetroFashion #SecondHandMode #NachhaltigeMode #VintageLover #PulloverWetter #KuscheligWarm #ModeMitGeschichte #Uniqefinds #90sFashion #80sStyle #CozyVintage #WinterOutfit",https://www.vinted.fr/items/6027657188-the-north-face-vintage-fleece-pullover-herren-l-schwarz-half-zip,sweats,17.0,4.0,0.992395052216287,0
Sweat north face,The North Face,20.0,4.0,1,5.0,4.0,"Bon état, assez peu porté",https://www.vinted.fr/items/6022440354-sweat-north-face,sweats,17.0,4.0,0.3117427158612516,0
Carhartt sweater Creme,Carhartt,35.0,2.0,24,1.0,3.0,Paar mal getragener Carhartt sweater der mir aber leider zu groß ist. Die condition ist einwandfrei!,https://www.vinted.fr/items/4567607298-carhartt-sweater-creme,sweats,25.0,6.0,1.158859080334813,0
Sweat the North Face Jaune,The North Face,7.0,4.0,0,4.5,8.0,Produits portés plusieurs fois mais en bon état encore,https://www.vinted.fr/items/6024342905-sweat-the-north-face-jaune,sweats,17.0,4.0,-1.4579533586618405,0
The North Face Sweater,The North Face,10.0,4.0,5,5.0,88.0,- Mängel aus den Bildern zu entnehmen,https://www.vinted.fr/items/5153102772-the-north-face-sweater,sweats,17.0,4.0,-1.0495619568488193,1
The North face trui S,The North Face,8.5,3.0,6,5.0,93.0,Hele mooie sweater,https://www.vinted.fr/items/6013954864-the-north-face-trui-s,sweats,17.0,4.0,-1.2537576577553298,1
Veste de pluie,Carhartt,110.0,2.0,11,4.8,78.0,"Veste de pluie, coupe vent.
Jamais portée. Neuve sans étiquette.
Elle est bleu clair à l'intérieur, bleu foncé à l'extérieur.",https://www.vinted.fr/items/4978694398-veste-de-pluie,manteaux,51.0,7.0,1.2428941754151699,0
Mütze Carhartt,Carhartt,10.5,2.0,4,4.9,47.0,,https://www.vinted.fr/items/3541899618-mutze-carhartt,casquettes,15.0,5.0,-0.8636806791372973,0
Carhartt Mütze rosa,Carhartt,11.0,3.0,14,5.0,32.0,"selten getragen, hält schön warm",https://www.vinted.fr/items/5587147318-carhartt-mutze-rosa,casquettes,15.0,5.0,-0.7629967899759118,1
The North Face Hoodie Gr M wie neu,The North Face,13.0,3.0,7,4.8,171.0,"Nur 1-2 mal getragen 
Aus den USA",https://www.vinted.fr/items/5334140713-the-north-face-hoodie-gr-m-wie-neu,sweats,17.0,4.0,-0.641170555035798,1
The North Face jersey original perfecto como nuevo talla XXL vale para L y XL,The North Face,22.0,3.0,5,4.7,365.0,The North Face jersey original perfecto como nuevo talla XXL vale para L y XL,https://www.vinted.fr/items/5997597177-the-north-face-jersey-original-perfecto-como-nuevo-talla-xxl-vale-para-l-y-xl,sweats,17.0,4.0,0.5840036504032657,0
Carhartt Nimbus Pullover (winter),Carhartt,120.0,3.0,14,4.7,21.0,"Carhartt Nimbus Pullover (winter)
🎨 Couleur : Dark Fir/vert 
Tient très chaud et protège très bien de la pluie.
Doublure polaire à l’intérieur.
Excellent état, comme neuf, aucuns défauts.",https://www.vinted.fr/items/1506673044-carhartt-nimbus-pullover-winter,manteaux,51.0,7.0,1.5149984022494882,0
Carharrt crewneck,Carhartt,35.0,4.0,11,5.0,1.0,Carharrt creek in Grau Schwarz in gr xxl,https://www.vinted.fr/items/5772019754-carharrt-crewneck,sweats,25.0,6.0,1.158859080334813,0
The North Face Sweater,The North Face,10.0,4.0,5,5.0,88.0,- Mängel aus den Bildern zu entnehmen,https://www.vinted.fr/items/5153102772-the-north-face-sweater,sweats,17.0,4.0,-1.0495619568488193,1
Carhartt Sweater schwarz,Carhartt,15.0,2.0,17,,,"Gr. S
Fällt größer aus",https://www.vinted.fr/items/4868938991-carhartt-sweater-schwarz,sweats,25.0,6.0,-1.0106235175888445,0
Carhatt Winterparka ,Carhartt,110.0,3.0,15,5.0,5.0,Wirklich sehr massiver und robuster winterparka mit Fell an der Kapuze mit Reißverschluss,https://www.vinted.fr/items/3685785387-carhatt-winterparka,manteaux,51.0,7.0,1.2428941754151699,0
Sweat hoodies marron/ bordeaux the north face taille L en bon état,The North Face,10.5,4.0,1,5.0,246.0,"💥 sweat hoodies the north face marron/bordeaux taille L en bon état, tâche sur le devant cf photo

Frais de port ajusté au plus bas 
Envoi rapide et soigné 


#thenorthface#thenorthfacevintage#pulltnf#hoodiestnf#sweatacapuchetnf#tailleL#vetementchauddhiver#vinteditaliaspagnafranciaitaliaolandabel#vintedallemagneirlandeportugal",https://www.vinted.fr/items/6030821393-sweat-hoodies-marron-bordeaux-the-north-face-taille-l-en-bon-etat,sweats,17.0,4.0,-0.9814967232133157,0
Sweat à enfiler The North Face Gris Flocage Bleu Taille M homme,The North Face,20.0,3.0,0,5.0,97.0,"🧥 Marque : The North Face

📝 Modèle : Sweat à enfiler

🎨 Couleur : Gris avec flocage bleu

📏 Taille : M (Homme)

✨ État : Très bon état

📦 Description : Sweat à enfiler The North Face gris avec un flocage bleu sur le torse. Style classique et intemporel, idéal pour un look décontracté ou sportif.

#TheNorthFace #SweatTheNorthFace #ModeHomme #SweatGris #FlocageBleu #StyleDécontracté #ModeOutdoor #CasualLook #TheNorthFaceOriginal #VêtementHommeTendance",https://www.vinted.fr/items/6017333808-sweat-a-enfiler-the-north-face-gris-flocage-bleu-taille-m-homme,sweats,17.0,4.0,0.3117427158612516,0
The North Face size medium color grey,The North Face,8.0,,9,4.9,77.0,"Grey, size M. Printed logo’s on the front and the back are a bit faded but no damages",https://www.vinted.fr/items/6012339092-the-north-face-size-medium-color-grey,sweats,17.0,4.0,-1.3218228913908334,0
Sweater,The North Face,10.0,4.0,4,5.0,36.0,"Gut erhalten.
Privatverkauf, keine Garantie & Rücknahme.

Bei Interesse gern melden, Preis VHB.",https://www.vinted.fr/items/4862550849-sweater,sweats,17.0,4.0,-1.0495619568488193,0
Carhartt Sweater,Carhartt,19.0,3.0,11,5.0,91.0,Sweatshirt,https://www.vinted.fr/items/3737429752-carhartt-sweater,sweats,25.0,6.0,-0.5767269980041129,1
Sweat The North face taille XL homme,The North Face,19.5,3.0,0,,,"En très bon état général, usure normal avec le temps comme des bouloches ou une couleur un peu usé mais aucun défaut majeur

Taille XL pour homme

Livraison soigné et rapide ( en moins de 24h )
Si vous avez des questions, n'hésitez pas à me contacter",https://www.vinted.fr/items/6037624995-sweat-the-north-face-taille-xl-homme,sweats,17.0,4.0,0.24367748222574803,0
pull north face xl,The North Face,25.95,3.0,2,5.0,687.0,"Sweat demi zip, The North Face, taille XL homme. 

De couleur kaki et noir, très bon état.",https://www.vinted.fr/items/6020839270-pull-north-face-xl,sweats,17.0,4.0,1.1217189961237435,0
Hoodie Carhardt,Carhartt,10.0,3.0,10,4.8,74.0,"Schöner, gemütlicher Hoodie von Carhardt. Hat einen kleinen Fehler am Ärmel (siehe Foto)",https://www.vinted.fr/items/5592588673-hoodie-carhardt,sweats,25.0,6.0,-1.552994167069759,1
North face,The North Face,15.0,4.0,2,,,Pouco uso,https://www.vinted.fr/items/6003716556-north-face,sweats,17.0,4.0,-0.36890962049378384,0
graue Mütze von Carhartt,Carhartt,6.0,3.0,20,5.0,412.0,Die Mütze ist in einem sehr guten Zustand.,https://www.vinted.fr/items/5922771574-graue-mutze-von-carhartt,casquettes,15.0,5.0,-1.7698356815897667,1
Herrenparka Carhartt in xxl,Carhartt,60.0,3.0,8,5.0,134.0,"Modell Clash Parka
Gefüttert",https://www.vinted.fr/items/5961755402-herrenparka-carhartt-in-xxl,manteaux,51.0,7.0,-0.11762695875642182,0
Carhartt Pullover in Navy/dunkelblau (Retro),Carhartt,32.0,1.0,3,4.6,10.0,Kaum getragener Pullover in Größe S,https://www.vinted.fr/items/1691681907-carhartt-pullover-in-navydunkelblau-retro,sweats,25.0,6.0,0.8334366906462646,0
Roter Carhartt Pullover Chase Sweat,Carhartt,32.0,3.0,5,5.0,115.0,,https://www.vinted.fr/items/5932683484-roter-carhartt-pullover-chase-sweat,sweats,25.0,6.0,0.8334366906462646,0
Sweat à capuche,The North Face,10.0,3.0,13,4.5,152.0,Porté quelques fois,https://www.vinted.fr/items/5956443783-sweat-a-capuche,sweats,17.0,4.0,-1.0495619568488193,1
Gelber Carhartt Windbreaker ,Carhartt,25.0,3.0,20,4.0,4.0,"Selten getragen, nicht Wasserdicht",https://www.vinted.fr/items/895884910-gelber-carhartt-windbreaker,manteaux,51.0,7.0,-1.069991752676536,0
